Electoral wards and divisions Code,Electoral wards and divisions,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E05013722,Forest Hill,2,2. Professional occupations,2463
E05013722,Forest Hill,3,3. Associate professional and technical occupations,1707
E05013722,Forest Hill,4,4. Administrative and secretarial occupations,537
E05013722,Forest Hill,5,5. Skilled trades occupations,452
E05013722,Forest Hill,6,"6. Caring, leisure and other service occupations",583
E05013722,Forest Hill,7,7. Sales and customer service occupations,399
E05013722,Forest Hill,8,"8. Process, plant and machine operatives",228
E05013722,Forest Hill,9,9. Elementary occupations,549
E05013723,Grove Park,-8,Does not apply,8025
E05013723,Grove Park,1,"1. Managers, directors and senior officials",911
E05013723,Grove Park,2,2. Professional occupations,1732
E05013723,Grove Park,3,3. Associate professional and technical occupations,1088
E05013723,Grove Park,4,4. Administrative and secretarial occupations,737
E05013723,Grove Park,5,5. Skilled trades occupations,690
E05013723,Grove Park,6,"6. Caring, leisure and other service occupations",790
E05013723,Grove Park,7,7. Sales and customer service occupations,593
E05013723,Grove Park,8,"8. Process, plant and machine operatives",373
E05013723,Grove Park,9,9. Elementary occupations,792
E05013724,Hither Green,-8,Does not apply,10110
E05013724,Hither Green,1,"1. Managers, directors and senior officials",1196
E05013724,Hither Green,2,2. Professional occupations,2415
E05013724,Hither Green,3,3. Associate professional and technical occupations,1587
E05013724,Hither Green,4,4. Administrative and secretarial occupations,869
E05013724,Hither Green,5,5. Skilled trades occupations,784
E05013724,Hither Green,6,"6. Caring, leisure and other service occupations",933
E05013724,Hither Green,7,7. Sales and customer service occupations,720
E05013724,Hither Green,8,"8. Process, plant and machine operatives",494
E05013724,Hither Green,9,9. Elementary occupations,1039
E05013725,Ladywell,-8,Does not apply,7335
E05013725,Ladywell,1,"1. Managers, directors and senior officials",1143
E05013725,Ladywell,2,2. Professional occupations,2464
E05013725,Ladywell,3,3. Associate professional and technical occupations,1591
E05013725,Ladywell,4,4. Administrative and secretarial occupations,570
E05013725,Ladywell,5,5. Skilled trades occupations,471
E05013725,Ladywell,6,"6. Caring, leisure and other service occupations",603
E05013725,Ladywell,7,7. Sales and customer service occupations,461
E05013725,Ladywell,8,"8. Process, plant and machine operatives",259
E05013725,Ladywell,9,9. Elementary occupations,680
E05013726,Lee Green,-8,Does not apply,7288
E05013726,Lee Green,1,"1. Managers, directors and senior officials",1239
E05013726,Lee Green,2,2. Professional occupations,2303
E05013726,Lee Green,3,3. Associate professional and technical occupations,1459
E05013726,Lee Green,4,4. Administrative and secretarial occupations,569
E05013726,Lee Green,5,5. Skilled trades occupations,481
E05013726,Lee Green,6,"6. Caring, leisure and other service occupations",495
E05013726,Lee Green,7,7. Sales and customer service occupations,385
E05013726,Lee Green,8,"8. Process, plant and machine operatives",225
E05013726,Lee Green,9,9. Elementary occupations,571
E05013727,Lewisham Central,-8,Does not apply,3279
E05013727,Lewisham Central,1,"1. Managers, directors and senior officials",607
E05013727,Lewisham Central,2,2. Professional occupations,1689
E05013727,Lewisham Central,3,3. Associate professional and technical occupations,887
E05013727,Lewisham Central,4,4. Administrative and secretarial occupations,374
E05013727,Lewisham Central,5,5. Skilled trades occupations,292
E05013727,Lewisham Central,6,"6. Caring, leisure and other service occupations",307
E05013727,Lewisham Central,7,7. Sales and customer service occupations,246
E05013727,Lewisham Central,8,"8. Process, plant and machine operatives",100
E05013727,Lewisham Central,9,9. Elementary occupations,418
E05013728,New Cross Gate,-8,Does not apply,5544
E05013728,New Cross Gate,1,"1. Managers, directors and senior officials",495
E05013728,New Cross Gate,2,2. Professional occupations,1259
E05013728,New Cross Gate,3,3. Associate professional and technical occupations,926
E05013728,New Cross Gate,4,4. Administrative and secretarial occupations,396
E05013728,New Cross Gate,5,5. Skilled trades occupations,411
E05013728,New Cross Gate,6,"6. Caring, leisure and other service occupations",542
E05013728,New Cross Gate,7,7. Sales and customer service occupations,422
E05013728,New Cross Gate,8,"8. Process, plant and machine operatives",302
E05013728,New Cross Gate,9,9. Elementary occupations,779
E05013729,Perry Vale,-8,Does not apply,8793
E05013729,Perry Vale,1,"1. Managers, directors and senior officials",1434
E05013729,Perry Vale,2,2. Professional occupations,2919
E05013729,Perry Vale,3,3. Associate professional and technical occupations,1860
E05013729,Perry Vale,4,4. Administrative and secretarial occupations,772
E05013729,Perry Vale,5,5. Skilled trades occupations,617
E05013729,Perry Vale,6,"6. Caring, leisure and other service occupations",733
E05013729,Perry Vale,7,7. Sales and customer service occupations,500
E05013729,Perry Vale,8,"8. Process, plant and machine operatives",383
E05013729,Perry Vale,9,9. Elementary occupations,646
E05013730,Rushey Green,-8,Does not apply,9235
E05013730,Rushey Green,1,"1. Managers, directors and senior officials",1177
E05013730,Rushey Green,2,2. Professional occupations,2486
E05013730,Rushey Green,3,3. Associate professional and technical occupations,1534
E05013730,Rushey Green,4,4. Administrative and secretarial occupations,742
E05013730,Rushey Green,5,5. Skilled trades occupations,754
E05013730,Rushey Green,6,"6. Caring, leisure and other service occupations",893
E05013730,Rushey Green,7,7. Sales and customer service occupations,664
E05013730,Rushey Green,8,"8. Process, plant and machine operatives",431
E05013730,Rushey Green,9,9. Elementary occupations,1103
E05013731,Sydenham,-8,Does not apply,8445
E05013731,Sydenham,1,"1. Managers, directors and senior officials",1210
E05013731,Sydenham,2,2. Professional occupations,2239
E05013731,Sydenham,3,3. Associate professional and technical occupations,1549
E05013731,Sydenham,4,4. Administrative and secretarial occupations,644
E05013731,Sydenham,5,5. Skilled trades occupations,561
E05013731,Sydenham,6,"6. Caring, leisure and other service occupations",736
E05013731,Sydenham,7,7. Sales and customer service occupations,558
E05013731,Sydenham,8,"8. Process, plant and machine operatives",338
E05013731,Sydenham,9,9. Elementary occupations,695
E05013732,Telegraph Hill,-8,Does not apply,7691
E05013732,Telegraph Hill,1,"1. Managers, directors and senior officials",1102
E05013732,Telegraph Hill,2,2. Professional occupations,2477
E05013732,Telegraph Hill,3,3. Associate professional and technical occupations,1822
E05013732,Telegraph Hill,4,4. Administrative and secretarial occupations,679
E05013732,Telegraph Hill,5,5. Skilled trades occupations,503
E05013732,Telegraph Hill,6,"6. Caring, leisure and other service occupations",770
E05013732,Telegraph Hill,7,7. Sales and customer service occupations,503
E05013732,Telegraph Hill,8,"8. Process, plant and machine operatives",350
E05013732,Telegraph Hill,9,9. Elementary occupations,1017
E05013733,Addison,-8,Does not apply,3322
E05013733,Addison,1,"1. Managers, directors and senior officials",750
E05013733,Addison,2,2. Professional occupations,1334
E05013733,Addison,3,3. Associate professional and technical occupations,823
E05013733,Addison,4,4. Administrative and secretarial occupations,304
E05013733,Addison,5,5. Skilled trades occupations,199
E05013733,Addison,6,"6. Caring, leisure and other service occupations",313
E05013733,Addison,7,7. Sales and customer service occupations,281
E05013733,Addison,8,"8. Process, plant and machine operatives",110
E05013733,Addison,9,9. Elementary occupations,282
E05013734,Avonmore,-8,Does not apply,3445
E05013734,Avonmore,1,"1. Managers, directors and senior officials",643
E05013734,Avonmore,2,2. Professional occupations,1288
E05013734,Avonmore,3,3. Associate professional and technical occupations,756
E05013734,Avonmore,4,4. Administrative and secretarial occupations,307
E05013734,Avonmore,5,5. Skilled trades occupations,177
E05013734,Avonmore,6,"6. Caring, leisure and other service occupations",305
E05013734,Avonmore,7,7. Sales and customer service occupations,228
E05013734,Avonmore,8,"8. Process, plant and machine operatives",101
E05013734,Avonmore,9,9. Elementary occupations,280
E05013735,Brook Green,-8,Does not apply,3780
E05013735,Brook Green,1,"1. Managers, directors and senior officials",991
E05013735,Brook Green,2,2. Professional occupations,1467
E05013735,Brook Green,3,3. Associate professional and technical occupations,898
E05013735,Brook Green,4,4. Administrative and secretarial occupations,287
E05013735,Brook Green,5,5. Skilled trades occupations,126
E05013735,Brook Green,6,"6. Caring, leisure and other service occupations",234
E05013735,Brook Green,7,7. Sales and customer service occupations,202
E05013735,Brook Green,8,"8. Process, plant and machine operatives",72
E05013735,Brook Green,9,9. Elementary occupations,194
E05013736,College Park & Old Oak,-8,Does not apply,5369
E05013736,College Park & Old Oak,1,"1. Managers, directors and senior officials",495
E05013736,College Park & Old Oak,2,2. Professional occupations,1318
E05013736,College Park & Old Oak,3,3. Associate professional and technical occupations,597
E05013736,College Park & Old Oak,4,4. Administrative and secretarial occupations,365
E05013736,College Park & Old Oak,5,5. Skilled trades occupations,379
E05013736,College Park & Old Oak,6,"6. Caring, leisure and other service occupations",421
E05013736,College Park & Old Oak,7,7. Sales and customer service occupations,304
E05013736,College Park & Old Oak,8,"8. Process, plant and machine operatives",213
E05013736,College Park & Old Oak,9,9. Elementary occupations,522
E05013737,Coningham,-8,Does not apply,4813
E05013737,Coningham,1,"1. Managers, directors and senior officials",921
E05013737,Coningham,2,2. Professional occupations,1542
E05013737,Coningham,3,3. Associate professional and technical occupations,1101
E05013737,Coningham,4,4. Administrative and secretarial occupations,435
E05013737,Coningham,5,5. Skilled trades occupations,352
E05013737,Coningham,6,"6. Caring, leisure and other service occupations",481
E05013737,Coningham,7,7. Sales and customer service occupations,329
E05013737,Coningham,8,"8. Process, plant and machine operatives",215
E05013737,Coningham,9,9. Elementary occupations,395
E05013738,Fulham Reach,-8,Does not apply,5455
E05013738,Fulham Reach,1,"1. Managers, directors and senior officials",1131
E05013738,Fulham Reach,2,2. Professional occupations,2273
E05013738,Fulham Reach,3,3. Associate professional and technical occupations,1288
E05013738,Fulham Reach,4,4. Administrative and secretarial occupations,448
E05013738,Fulham Reach,5,5. Skilled trades occupations,282
E05013738,Fulham Reach,6,"6. Caring, leisure and other service occupations",457
E05013738,Fulham Reach,7,7. Sales and customer service occupations,320
E05013738,Fulham Reach,8,"8. Process, plant and machine operatives",156
E05013738,Fulham Reach,9,9. Elementary occupations,359
E05013739,Fulham Town,-8,Does not apply,2935
E05013739,Fulham Town,1,"1. Managers, directors and senior officials",1020
E05013739,Fulham Town,2,2. Professional occupations,1429
E05013739,Fulham Town,3,3. Associate professional and technical occupations,972
E05013739,Fulham Town,4,4. Administrative and secretarial occupations,293
E05013739,Fulham Town,5,5. Skilled trades occupations,136
E05013739,Fulham Town,6,"6. Caring, leisure and other service occupations",212
E05013739,Fulham Town,7,7. Sales and customer service occupations,171
E05013739,Fulham Town,8,"8. Process, plant and machine operatives",75
E05013739,Fulham Town,9,9. Elementary occupations,149
E05013740,Grove,-8,Does not apply,3184
E05013740,Grove,1,"1. Managers, directors and senior officials",853
E05013740,Grove,2,2. Professional occupations,1365
E05013740,Grove,3,3. Associate professional and technical occupations,783
E05013740,Grove,4,4. Administrative and secretarial occupations,277
E05013740,Grove,5,5. Skilled trades occupations,178
E05013740,Grove,6,"6. Caring, leisure and other service occupations",193
E05013740,Grove,7,7. Sales and customer service occupations,171
E05013740,Grove,8,"8. Process, plant and machine operatives",59
